student_id,subject,assessment_period,month,score,score_out_of,percentile,grade_equivalent,assessor
STU0284,Reading,Pre,Sep 2023,53.0,,,,
STU0284,Reading,Post,Jan 2024,73.0,,79.1,,
STU0284,SEL,Mid,Nov 2023,42.0,100.0,22.0,,Nichole Fisher
STU0285,Math,Pre,Sep 2023,62.0,100.0,,,Dustin Collins MD
STU0285,Math,Post,Jan 2024,63.0,100.0,55.9,,Kevin Hubbard
STU0285,Reading,Pre,Sep 2023,,100.0,88.5,N/A,
STU0285,Reading,Post,Jan 2024,74.0,100.0,71.5,5.2,Donna Stokes
STU0285,SEL,Mid,Nov 2023,54.0,,,,Ronald Parker
STU0286,Math,Pre,Sep 2023,58.0,100.0,89.7,8.0,
STU0286,Math,Post,Jan 2024,52.0,100.0,,8.0,
STU0286,Reading,Pre,Sep 2023,54.0,,,,Vanessa Smith
STU0286,Reading,Post,Jan 2024,51.0,,85.0,,Heather Smith
STU0286,SEL,Mid,Nov 2023,42.0,100.0,48.3,,Sydney Hill
STU0287,Math,Pre,Sep 2023,54.0,,60.6,,
STU0287,Math,Post,Jan 2024,57.0,100.0,,5.2,
STU0287,Reading,Pre,Sep 2023,,100.0,16.6,6.1,Robert Herrera
STU0288,Math,Pre,Sep 2023,42.0,,60.4,N/A,Robert Lee
STU0288,Math,Post,Jan 2024,59.0,,53.5,6.1,Marie Smith
STU0288,Reading,Pre,Sep 2023,68.0,,,N/A,Pam Moore
STU0288,Reading,Post,Jan 2024,40.0,100.0,26.6,,Patricia Lynch
STU0289,Math,Pre,Sep 2023,52.0,,77.9,6.1,Betty Huerta
STU0289,Reading,Pre,Sep 2023,55.0,100.0,77.0,,David Vasquez
STU0289,Reading,Post,Jan 2024,,,80.7,,Kyle Martinez
STU0289,SEL,Mid,Nov 2023,56.0,100.0,21.8,7.3,Eric Evans
STU0290,Math,Pre,Sep 2023,67.0,100.0,10.3,,
STU0290,Math,Post,Jan 2024,84.0,100.0,62.8,,Megan Robertson
STU0290,Reading,Pre,Sep 2023,,100.0,27.0,,
STU0290,Reading,Post,Jan 2024,44.0,100.0,80.2,6.1,
STU0291,Math,Post,Jan 2024,70.0,100.0,,,
STU0291,Reading,Post,Jan 2024,41.0,100.0,58.0,7.3,Ebony Roberts
STU0291,SEL,Mid,Nov 2023,49.0,,86.1,8.0,
STU0292,Math,Pre,Sep 2023,46.0,100.0,,N/A,Annette Hunt
STU0292,Math,Post,Jan 2024,56.0,100.0,,,Robert Johnson
STU0292,Reading,Pre,Sep 2023,51.0,,85.5,,
STU0292,Reading,Post,Jan 2024,59.0,100.0,75.4,,
STU0292,SEL,Mid,Nov 2023,58.0,100.0,10.7,,Corey Gray
STU0293,Math,Pre,Sep 2023,64.0,100.0,,,
STU0293,Math,Post,Jan 2024,62.0,100.0,12.6,N/A,Sabrina Diaz
STU0293,Reading,Post,Jan 2024,80.0,100.0,26.7,,Marissa Padilla
STU0293,SEL,Mid,Nov 2023,61.0,100.0,,,
STU0294,Math,Pre,Sep 2023,49.0,,,,
STU0294,Math,Post,Jan 2024,84.0,,11.0,5.2,
STU0294,Reading,Pre,Sep 2023,71.0,100.0,12.2,N/A,Brian Oliver
STU0294,Reading,Post,Jan 2024,69.0,100.0,18.0,,Alicia Stout
STU0295,Math,Pre,Sep 2023,65.0,,,,Tonya Smith
STU0295,Math,Post,Jan 2024,65.0,,73.8,,
STU0295,Reading,Pre,Sep 2023,69.0,100.0,55.1,7.3,Natasha Olson
STU0295,Reading,Post,Jan 2024,63.0,,,N/A,
STU0295,SEL,Mid,Nov 2023,51.0,100.0,,7.3,Yolanda Campbell
STU0296,Math,Pre,Sep 2023,,100.0,,6.1,Patrick Walsh
STU0296,Math,Post,Jan 2024,65.0,100.0,70.2,8.0,
STU0296,Reading,Pre,Sep 2023,,,88.4,,Michelle Hall
STU0296,Reading,Post,Jan 2024,76.0,100.0,,,
STU0296,SEL,Mid,Nov 2023,69.0,100.0,,5.2,David Baker
STU0297,Math,Pre,Sep 2023,72.0,100.0,59.0,5.2,
STU0297,SEL,Mid,Nov 2023,44.0,100.0,,8.0,Sherri Warner
STU0298,Math,Pre,Sep 2023,67.0,100.0,88.1,,
STU0298,Reading,Pre,Sep 2023,56.0,100.0,31.8,5.2,
STU0298,SEL,Mid,Nov 2023,68.0,,,,Roger Hall
STU0299,Math,Post,Jan 2024,73.0,,63.5,,
STU0299,Reading,Pre,Sep 2023,59.0,100.0,62.2,,
STU0299,Reading,Post,Jan 2024,42.0,100.0,,6.1,
STU0299,SEL,Mid,Nov 2023,,,45.9,7.3,Sheila Thomas
STU0300,Math,Post,Jan 2024,,100.0,,N/A,
STU0300,Reading,Pre,Sep 2023,45.0,100.0,54.8,N/A,
STU0300,SEL,Mid,Nov 2023,61.0,,,7.3,Andrew Sullivan
