student_id,week_of,sessions_attended,sessions_scheduled,attendance_rate,note
STU0058,31 Oct 2023,0.0,,40%,
STU0058,2023-11-07,2.0,3.0,0.83,
STU0058,14 Nov 2023,2.0,2.0,98%,
STU0058,"November 21, 2023",2.0,2.0,82%,
STU0058,28 Nov 2023,,3.0,0.93,
STU0058,2023-12-05,0.0,2.0,,
STU0058,2023-12-12,1.0,3.0,0.91,
STU0058,19 Dec 2023,2.0,2.0,0.86,
STU0058,"December 26, 2023",0.0,2.0,,
STU0058,02 Jan 2024,1.0,3.0,0.88,
STU0058,"January 09, 2024",1.0,3.0,68%,
STU0058,16 Jan 2024,2.0,3.0,0.64,
STU0233,"September 05, 2023",1.0,3.0,,
STU0233,09/12/2023,,3.0,0.64,
STU0233,09-19-2023,2.0,3.0,,excused
STU0233,09-26-2023,0.0,2.0,0.66,
STU0233,10-03-2023,0.0,2.0,,sick
STU0233,10 Oct 2023,3.0,2.0,0.7,
STU0233,17 Oct 2023,1.0,2.0,0.94,
STU0233,10/24/2023,,2.0,,
STU0233,10-31-2023,1.0,3.0,,
STU0233,11/07/2023,0.0,2.0,,
STU0233,2023-11-14,2.0,,,
STU0233,21 Nov 2023,3.0,3.0,62%,
STU0233,"November 28, 2023",1.0,2.0,,
STU0233,"December 05, 2023",3.0,3.0,,
STU0233,12/12/2023,3.0,3.0,0.81,
STU0233,"December 26, 2023",2.0,3.0,0.88,
STU0233,02 Jan 2024,3.0,3.0,,
STU0233,01-09-2024,3.0,3.0,0.45,
STU0233,16 Jan 2024,3.0,2.0,0.74,
STU0286,05 Sep 2023,1.0,3.0,0.95,
STU0286,09-12-2023,3.0,3.0,72%,
STU0286,2023-09-19,1.0,3.0,0.63,
STU0286,26 Sep 2023,1.0,2.0,,
STU0286,03 Oct 2023,,2.0,40%,
STU0286,2023-10-10,3.0,2.0,88%,
STU0286,10/17/2023,3.0,3.0,70%,
STU0286,24 Oct 2023,0.0,3.0,,
STU0286,31 Oct 2023,1.0,3.0,59%,
STU0286,"November 07, 2023",3.0,2.0,,
STU0286,21 Nov 2023,2.0,2.0,91%,
STU0286,"November 28, 2023",1.0,3.0,,
STU0286,2023-12-05,3.0,,,
STU0286,"December 12, 2023",1.0,2.0,62%,
STU0286,12/19/2023,0.0,,,
STU0286,12-26-2023,3.0,3.0,0.94,
STU0286,02 Jan 2024,0.0,2.0,,unexcused
STU0286,09 Jan 2024,2.0,3.0,0.83,
STU0286,01-16-2024,0.0,2.0,,
STU0299,"September 12, 2023",2.0,2.0,77%,
STU0299,2023-09-19,,3.0,,
STU0299,2023-09-26,2.0,2.0,,
STU0299,"October 03, 2023",1.0,3.0,,
STU0299,10/17/2023,1.0,,0.95,
STU0299,10/24/2023,,2.0,0.61,
STU0299,11/07/2023,3.0,2.0,,
STU0299,"November 14, 2023",0.0,,0.95,
STU0299,2023-11-28,3.0,3.0,,
STU0299,2023-12-05,0.0,2.0,0.83,
STU0299,12/12/2023,0.0,3.0,89%,
STU0299,12/19/2023,0.0,3.0,,excused
STU0299,26 Dec 2023,0.0,3.0,,
STU0299,2024-01-02,1.0,2.0,0.64,
STU0299,09 Jan 2024,0.0,2.0,,
STU0299,"January 16, 2024",2.0,,,
STU0198,"September 05, 2023",0.0,2.0,61%,
STU0198,"September 12, 2023",2.0,2.0,0.48,
STU0198,26 Sep 2023,3.0,2.0,,
STU0198,2023-10-03,2.0,2.0,,
STU0198,10-10-2023,3.0,3.0,,
STU0198,2023-10-17,0.0,3.0,,
STU0198,10-24-2023,3.0,3.0,65%,family emergency
STU0198,10-31-2023,0.0,3.0,,
STU0198,11/07/2023,2.0,3.0,,
STU0198,2023-11-14,3.0,3.0,,sick
STU0198,11-21-2023,1.0,2.0,,
STU0198,11-28-2023,1.0,2.0,,unexcused
STU0198,12-05-2023,1.0,3.0,44%,
STU0198,12/12/2023,2.0,2.0,96%,
STU0198,2023-12-19,,2.0,0.72,
STU0198,"December 26, 2023",0.0,2.0,76%,
STU0198,02 Jan 2024,3.0,3.0,58%,
STU0198,"January 09, 2024",1.0,3.0,59%,
STU0198,2024-01-16,0.0,2.0,55%,
STU0060,"September 05, 2023",3.0,3.0,64%,
STU0060,12 Sep 2023,2.0,,,
STU0060,09/19/2023,3.0,,0.87,
STU0060,2023-10-03,2.0,3.0,0.78,
STU0060,10/10/2023,3.0,3.0,0.59,
STU0060,2023-10-17,0.0,3.0,96%,
STU0060,"October 24, 2023",,2.0,,
STU0060,10-31-2023,2.0,3.0,,
STU0060,11/14/2023,0.0,2.0,69%,
STU0060,11-21-2023,0.0,2.0,0.5,
STU0060,2023-12-05,2.0,2.0,,
STU0060,12 Dec 2023,2.0,3.0,54%,
STU0060,26 Dec 2023,1.0,2.0,,
STU0060,01/02/2024,3.0,2.0,,sick
STU0060,01/09/2024,1.0,3.0,77%,
STU0060,16 Jan 2024,,3.0,0.99,
STU0115,09-05-2023,2.0,,59%,unexcused
STU0115,2023-09-12,3.0,3.0,,
STU0115,19 Sep 2023,2.0,,,sick
STU0115,09-26-2023,2.0,2.0,0.85,
STU0115,10-03-2023,3.0,3.0,70%,
STU0115,2023-10-10,1.0,,0.55,unexcused
STU0115,2023-10-17,2.0,3.0,,family emergency
STU0115,2023-10-24,,2.0,,
STU0115,31 Oct 2023,2.0,2.0,,excused
STU0115,07 Nov 2023,0.0,3.0,56%,
STU0115,"November 14, 2023",0.0,3.0,41%,
STU0115,21 Nov 2023,3.0,2.0,0.64,
STU0115,11/28/2023,0.0,3.0,50%,
STU0115,12-05-2023,2.0,3.0,96%,
STU0115,"December 12, 2023",0.0,3.0,0.52,
STU0115,19 Dec 2023,2.0,3.0,,
STU0115,"December 26, 2023",3.0,3.0,,unexcused
STU0115,02 Jan 2024,2.0,,49%,
STU0115,01-09-2024,3.0,3.0,,
STU0115,01-16-2024,3.0,3.0,0.78,family emergency
STU0095,2023-09-05,1.0,3.0,,
STU0095,"September 12, 2023",3.0,2.0,0.56,
STU0095,2023-09-19,3.0,3.0,,
STU0095,"September 26, 2023",0.0,3.0,,
STU0095,2023-10-03,,2.0,,
STU0095,10/17/2023,3.0,2.0,77%,sick
STU0095,24 Oct 2023,2.0,3.0,0.85,unexcused
STU0095,"October 31, 2023",3.0,3.0,,
STU0095,11/07/2023,3.0,3.0,,
STU0095,"November 14, 2023",3.0,3.0,0.52,
STU0095,21 Nov 2023,2.0,3.0,0.53,
STU0095,11/28/2023,,,73%,
STU0095,"December 05, 2023",0.0,2.0,0.83,
STU0095,12 Dec 2023,2.0,3.0,0.46,
STU0095,19 Dec 2023,0.0,2.0,,family emergency
STU0095,2023-12-26,3.0,,,
STU0095,"January 02, 2024",1.0,2.0,62%,
STU0095,2024-01-09,2.0,2.0,0.71,
STU0095,01/16/2024,3.0,3.0,67%,sick
STU0123,09-05-2023,2.0,2.0,97%,
STU0123,09/12/2023,0.0,3.0,92%,
STU0123,09/26/2023,1.0,2.0,,
STU0123,10/10/2023,1.0,3.0,0.98,
STU0123,10-17-2023,0.0,3.0,0.5,
STU0123,"October 24, 2023",,3.0,,excused
STU0123,31 Oct 2023,1.0,2.0,,unexcused
STU0123,11-14-2023,2.0,2.0,88%,
STU0123,11/21/2023,2.0,3.0,0.6,
STU0123,11/28/2023,1.0,3.0,0.75,unexcused
STU0123,05 Dec 2023,3.0,2.0,,
STU0123,"December 12, 2023",2.0,3.0,,excused
STU0123,"December 19, 2023",2.0,2.0,0.91,
STU0123,12-26-2023,0.0,,,sick
STU0123,01/02/2024,2.0,2.0,0.7,
STU0123,09 Jan 2024,3.0,3.0,51%,
STU0123,16 Jan 2024,1.0,2.0,0.68,
STU0276,09-05-2023,2.0,3.0,69%,
STU0276,"September 12, 2023",2.0,,0.6,excused
STU0276,19 Sep 2023,3.0,2.0,0.47,
STU0276,2023-09-26,2.0,2.0,46%,
STU0276,10-10-2023,2.0,3.0,61%,unexcused
STU0276,"October 17, 2023",1.0,3.0,66%,
STU0276,2023-10-24,2.0,,0.65,
STU0276,10-31-2023,3.0,,,
STU0276,"November 07, 2023",1.0,,,
STU0276,2023-11-14,0.0,2.0,0.46,
STU0276,11/28/2023,1.0,3.0,0.75,
STU0276,"December 05, 2023",1.0,2.0,73%,
STU0276,12 Dec 2023,3.0,2.0,0.56,
STU0276,2023-12-19,1.0,3.0,,
STU0276,"January 02, 2024",1.0,2.0,67%,
STU0276,2024-01-09,3.0,3.0,59%,
STU0276,01-16-2024,3.0,2.0,85%,
STU0208,09-05-2023,1.0,,,
STU0208,09-12-2023,3.0,2.0,0.47,
STU0208,09/19/2023,2.0,3.0,54%,family emergency
STU0208,2023-09-26,3.0,2.0,98%,
STU0208,10/03/2023,0.0,3.0,91%,
STU0208,10-10-2023,3.0,,,
STU0208,17 Oct 2023,2.0,3.0,0.65,
STU0208,24 Oct 2023,2.0,3.0,43%,
STU0208,31 Oct 2023,0.0,,,
STU0208,2023-11-07,2.0,2.0,,
STU0208,11/14/2023,1.0,3.0,0.65,
STU0208,11-21-2023,1.0,,,excused
STU0208,2023-11-28,2.0,2.0,,
STU0208,12-05-2023,0.0,2.0,,excused
STU0208,12/12/2023,2.0,,,
STU0208,2023-12-19,,,,
STU0208,12/26/2023,,3.0,42%,
STU0208,2024-01-02,1.0,3.0,0.91,excused
STU0208,01-09-2024,0.0,2.0,0.6,unexcused
STU0208,16 Jan 2024,3.0,2.0,0.59,sick
STU0165,05 Sep 2023,,2.0,0.97,
STU0165,12 Sep 2023,3.0,2.0,0.98,unexcused
STU0165,2023-09-19,2.0,3.0,45%,excused
STU0165,09/26/2023,1.0,,,
STU0165,10-03-2023,0.0,2.0,,sick
STU0165,2023-10-10,,2.0,,
STU0165,10-17-2023,3.0,3.0,,
STU0165,10-24-2023,1.0,,,
STU0165,11-07-2023,1.0,2.0,,
STU0165,"November 14, 2023",2.0,2.0,0.76,
STU0165,"November 21, 2023",,2.0,86%,
STU0165,"November 28, 2023",1.0,2.0,96%,
STU0165,12-05-2023,,3.0,58%,
STU0165,12-12-2023,,3.0,,
STU0165,19 Dec 2023,2.0,2.0,0.75,unexcused
STU0165,26 Dec 2023,0.0,3.0,,
STU0165,02 Jan 2024,0.0,2.0,,
STU0165,01/09/2024,3.0,2.0,,
STU0165,16 Jan 2024,,3.0,,
STU0247,"September 05, 2023",3.0,2.0,80%,
STU0247,2023-09-12,1.0,3.0,0.94,unexcused
STU0247,"September 19, 2023",3.0,2.0,0.43,
STU0247,"September 26, 2023",3.0,2.0,,
STU0247,10-03-2023,3.0,2.0,,
STU0247,"October 10, 2023",1.0,3.0,0.51,
STU0247,10-17-2023,3.0,2.0,,family emergency
STU0247,10/24/2023,2.0,2.0,,
STU0247,"October 31, 2023",1.0,3.0,93%,
STU0247,11-07-2023,3.0,,,
STU0247,2023-11-14,3.0,2.0,0.48,
STU0247,2023-11-21,1.0,3.0,68%,
STU0247,28 Nov 2023,3.0,2.0,0.52,
STU0247,12-05-2023,1.0,,0.6,unexcused
STU0247,2023-12-12,2.0,2.0,63%,
STU0247,12/19/2023,1.0,3.0,90%,
STU0247,26 Dec 2023,2.0,3.0,,
STU0247,"January 02, 2024",3.0,2.0,0.9,
STU0247,2024-01-09,3.0,2.0,,
STU0247,01/16/2024,2.0,,0.59,
STU0086,2023-09-05,3.0,2.0,100%,
STU0086,09/12/2023,0.0,3.0,,
STU0086,2023-09-19,3.0,2.0,0.55,family emergency
STU0086,"September 26, 2023",2.0,3.0,0.43,unexcused
STU0086,2023-10-03,0.0,,0.51,
STU0086,10/10/2023,1.0,2.0,,
STU0086,2023-10-17,2.0,2.0,65%,
STU0086,"October 24, 2023",0.0,3.0,0.93,
STU0086,31 Oct 2023,1.0,3.0,0.88,
STU0086,2023-11-07,2.0,3.0,0.57,unexcused
STU0086,14 Nov 2023,1.0,3.0,0.65,unexcused
STU0086,2023-11-28,,3.0,,
STU0086,"December 05, 2023",0.0,2.0,0.96,
STU0086,"December 12, 2023",0.0,3.0,0.82,
STU0086,2023-12-19,0.0,2.0,0.71,
STU0086,12/26/2023,1.0,3.0,,
STU0086,02 Jan 2024,1.0,3.0,,
STU0086,01-09-2024,1.0,3.0,68%,sick
STU0086,01/16/2024,3.0,3.0,0.95,
STU0037,05 Sep 2023,,3.0,,unexcused
STU0037,09-12-2023,,3.0,91%,
STU0037,09-19-2023,2.0,3.0,,
STU0037,26 Sep 2023,1.0,3.0,0.53,unexcused
STU0037,10/03/2023,3.0,2.0,81%,family emergency
STU0037,2023-10-10,2.0,2.0,,
STU0037,10/17/2023,0.0,3.0,0.76,
STU0037,2023-10-24,,3.0,40%,excused
STU0037,10-31-2023,2.0,3.0,,
STU0037,2023-11-14,2.0,,,
STU0037,11-21-2023,2.0,2.0,0.89,
STU0037,"November 28, 2023",3.0,,,
STU0037,12/05/2023,3.0,3.0,94%,
STU0037,12/12/2023,1.0,2.0,,family emergency
STU0037,12/19/2023,1.0,2.0,,
STU0037,12-26-2023,2.0,3.0,0.97,family emergency
STU0037,02 Jan 2024,1.0,3.0,45%,
STU0037,2024-01-09,3.0,,89%,
STU0037,2024-01-16,0.0,2.0,85%,sick
STU0162,2023-09-05,,2.0,,
STU0162,12 Sep 2023,0.0,3.0,0.78,
STU0162,19 Sep 2023,0.0,2.0,81%,
STU0162,09-26-2023,,3.0,0.92,
STU0162,10/10/2023,0.0,3.0,,
STU0162,10/17/2023,1.0,3.0,,
STU0162,2023-10-24,3.0,3.0,68%,
STU0162,2023-10-31,1.0,2.0,79%,
STU0162,11/07/2023,0.0,2.0,,
STU0162,14 Nov 2023,1.0,2.0,82%,
STU0162,2023-11-21,2.0,3.0,,
STU0162,28 Nov 2023,,3.0,0.76,
STU0162,12-05-2023,0.0,2.0,,excused
STU0162,2023-12-12,2.0,3.0,62%,sick
STU0162,12-19-2023,2.0,2.0,,
STU0162,"December 26, 2023",1.0,2.0,0.88,family emergency
STU0162,2024-01-02,,3.0,0.98,
STU0162,09 Jan 2024,0.0,,,
STU0162,"January 16, 2024",3.0,3.0,89%,
STU0278,"September 05, 2023",3.0,2.0,72%,
STU0278,12 Sep 2023,0.0,3.0,,
STU0278,"September 19, 2023",3.0,3.0,0.89,
STU0278,"September 26, 2023",0.0,3.0,,
STU0278,10-03-2023,,,,family emergency
STU0278,10/10/2023,,3.0,,
STU0278,2023-10-17,,2.0,69%,
STU0278,24 Oct 2023,,3.0,,
STU0278,10-31-2023,0.0,2.0,,
STU0278,07 Nov 2023,,2.0,,
STU0278,14 Nov 2023,1.0,3.0,0.74,
STU0278,2023-11-21,2.0,3.0,,sick
STU0278,11/28/2023,3.0,3.0,0.49,
STU0278,12-05-2023,2.0,2.0,,unexcused
STU0278,12/12/2023,2.0,2.0,41%,family emergency
STU0278,"December 19, 2023",3.0,3.0,0.87,sick
STU0278,26 Dec 2023,3.0,3.0,,
STU0278,09 Jan 2024,1.0,3.0,69%,
STU0278,"January 16, 2024",2.0,3.0,,excused
STU0025,05 Sep 2023,1.0,3.0,,excused
STU0025,"September 19, 2023",1.0,3.0,49%,
STU0025,2023-09-26,3.0,2.0,0.86,
STU0025,"October 03, 2023",2.0,3.0,,
STU0025,2023-10-10,3.0,3.0,61%,
STU0025,10-17-2023,3.0,2.0,0.84,
STU0025,10/24/2023,3.0,2.0,83%,
STU0025,31 Oct 2023,1.0,2.0,,
STU0025,14 Nov 2023,2.0,,,excused
STU0025,11/21/2023,1.0,,,
STU0025,"November 28, 2023",1.0,3.0,0.88,
STU0025,12/05/2023,3.0,2.0,,
STU0025,2023-12-19,,,0.66,
STU0025,"December 26, 2023",3.0,3.0,0.96,
STU0025,01/02/2024,0.0,3.0,,
STU0025,"January 09, 2024",,2.0,,
STU0025,01-16-2024,0.0,,,
STU0225,2023-09-05,1.0,,,
STU0225,09/12/2023,0.0,3.0,,family emergency
STU0225,09/19/2023,0.0,3.0,63%,
STU0225,"September 26, 2023",0.0,2.0,44%,unexcused
STU0225,2023-10-03,1.0,2.0,67%,
STU0225,10-10-2023,2.0,2.0,46%,
STU0225,10/17/2023,1.0,3.0,,
STU0225,10-24-2023,,2.0,82%,
STU0225,31 Oct 2023,,3.0,,
STU0225,07 Nov 2023,3.0,2.0,,
STU0225,11-14-2023,2.0,2.0,,
STU0225,21 Nov 2023,2.0,3.0,,
STU0225,2023-11-28,1.0,2.0,87%,
STU0225,12-05-2023,1.0,3.0,,
STU0225,2023-12-12,3.0,2.0,,excused
STU0225,12/19/2023,1.0,2.0,0.87,family emergency
STU0225,12/26/2023,,3.0,76%,
STU0225,01-02-2024,1.0,3.0,,sick
STU0225,01/09/2024,3.0,2.0,,unexcused
STU0225,01/16/2024,1.0,3.0,,
STU0264,05 Sep 2023,0.0,2.0,,sick
STU0264,12 Sep 2023,0.0,3.0,,sick
STU0264,19 Sep 2023,,3.0,69%,excused
STU0264,26 Sep 2023,2.0,3.0,72%,
STU0264,03 Oct 2023,,2.0,,excused
STU0264,"October 10, 2023",3.0,2.0,0.81,
STU0264,"October 17, 2023",1.0,,0.82,
STU0264,"October 31, 2023",2.0,3.0,0.95,
STU0264,07 Nov 2023,3.0,3.0,0.73,
STU0264,11-14-2023,2.0,3.0,82%,family emergency
STU0264,21 Nov 2023,3.0,3.0,,
STU0264,11/28/2023,3.0,3.0,0.44,
STU0264,12/05/2023,3.0,3.0,,
STU0264,2023-12-12,3.0,2.0,,
STU0264,2023-12-19,0.0,3.0,0.65,
STU0264,12-26-2023,,2.0,0.51,excused
STU0264,2024-01-02,2.0,3.0,60%,
STU0264,01-09-2024,1.0,2.0,,
STU0264,"January 16, 2024",1.0,3.0,,
STU0054,09-05-2023,2.0,3.0,0.66,unexcused
STU0054,"September 12, 2023",2.0,3.0,,sick
STU0054,2023-09-19,0.0,2.0,0.95,family emergency
STU0054,26 Sep 2023,3.0,2.0,,
STU0054,10-03-2023,0.0,3.0,,
STU0054,10/10/2023,3.0,2.0,,unexcused
STU0054,17 Oct 2023,,2.0,,
STU0054,24 Oct 2023,1.0,3.0,0.51,
STU0054,10/31/2023,1.0,,,
STU0054,2023-11-07,,2.0,,
STU0054,11/14/2023,0.0,3.0,,
STU0054,"November 21, 2023",1.0,2.0,,
STU0054,11/28/2023,2.0,3.0,,
STU0054,12/05/2023,2.0,2.0,95%,
STU0054,12-12-2023,2.0,2.0,0.67,
STU0054,19 Dec 2023,0.0,3.0,,unexcused
STU0054,12/26/2023,2.0,2.0,0.98,
STU0054,01/02/2024,1.0,3.0,,
STU0054,01-09-2024,3.0,2.0,0.9,
STU0054,2024-01-16,0.0,3.0,84%,
STU0126,09/05/2023,0.0,2.0,0.8,
STU0126,09-12-2023,,3.0,0.51,
STU0126,"September 19, 2023",3.0,3.0,,
STU0126,26 Sep 2023,3.0,2.0,,family emergency
STU0126,03 Oct 2023,,2.0,,
STU0126,10/17/2023,2.0,3.0,68%,
STU0126,10/24/2023,2.0,2.0,,unexcused
STU0126,10-31-2023,3.0,3.0,61%,
STU0126,11-07-2023,3.0,2.0,,
STU0126,11-14-2023,2.0,3.0,,unexcused
STU0126,11-21-2023,1.0,3.0,,
STU0126,11/28/2023,,3.0,,
STU0126,12/05/2023,3.0,2.0,99%,
STU0126,2023-12-12,0.0,3.0,,
STU0126,12-19-2023,1.0,2.0,,
STU0126,26 Dec 2023,1.0,2.0,,
STU0126,"January 09, 2024",1.0,3.0,,
STU0126,16 Jan 2024,3.0,3.0,54%,
STU0152,09-05-2023,1.0,2.0,,
STU0152,12 Sep 2023,1.0,2.0,0.74,
STU0152,09/19/2023,3.0,3.0,,
STU0152,2023-09-26,2.0,2.0,,
STU0152,10-03-2023,0.0,3.0,,family emergency
STU0152,"October 10, 2023",3.0,3.0,50%,
STU0152,2023-10-17,1.0,,,
STU0152,2023-10-24,1.0,2.0,,
STU0152,31 Oct 2023,0.0,2.0,0.7,
STU0152,11/14/2023,1.0,,72%,
STU0152,2023-11-21,2.0,2.0,92%,
STU0152,"December 05, 2023",,,,
STU0152,12/12/2023,2.0,,,
STU0152,2023-12-26,0.0,3.0,0.91,unexcused
STU0152,"January 02, 2024",1.0,2.0,,
STU0152,01-09-2024,3.0,2.0,,
STU0152,"January 16, 2024",1.0,,,excused
STU0269,09/05/2023,2.0,2.0,47%,
STU0269,09/12/2023,1.0,2.0,87%,
STU0269,2023-09-19,,,,
STU0269,09/26/2023,3.0,,65%,excused
STU0269,03 Oct 2023,3.0,2.0,,sick
STU0269,10/10/2023,0.0,2.0,,
STU0269,10-17-2023,0.0,,,
STU0269,10-24-2023,0.0,3.0,99%,unexcused
STU0269,31 Oct 2023,3.0,2.0,0.74,
STU0269,11-07-2023,0.0,2.0,0.83,
STU0269,"November 14, 2023",3.0,2.0,,
STU0269,2023-11-21,,2.0,52%,excused
STU0269,11-28-2023,0.0,2.0,83%,sick
STU0269,2023-12-05,0.0,3.0,91%,
STU0269,2023-12-12,1.0,3.0,,
STU0269,12/19/2023,0.0,,94%,
STU0269,26 Dec 2023,3.0,2.0,,
STU0269,2024-01-09,3.0,,95%,
STU0269,01/16/2024,0.0,3.0,0.58,
STU0190,09/05/2023,0.0,3.0,,
STU0190,09-12-2023,3.0,3.0,0.77,
STU0190,2023-09-19,1.0,,,
STU0190,"September 26, 2023",2.0,3.0,83%,
STU0190,03 Oct 2023,2.0,2.0,75%,
STU0190,10 Oct 2023,1.0,2.0,0.91,
STU0190,17 Oct 2023,3.0,3.0,,
STU0190,10-24-2023,1.0,3.0,,unexcused
STU0190,31 Oct 2023,0.0,3.0,,
STU0190,11-07-2023,,2.0,76%,
STU0190,11/14/2023,0.0,3.0,59%,excused
STU0190,2023-11-28,3.0,3.0,,
STU0190,05 Dec 2023,1.0,2.0,,
STU0190,2023-12-12,2.0,,47%,
STU0190,12-19-2023,3.0,2.0,43%,
STU0190,12/26/2023,,2.0,0.64,
STU0190,02 Jan 2024,1.0,2.0,98%,
STU0190,"January 09, 2024",,2.0,80%,family emergency
STU0190,01/16/2024,0.0,3.0,42%,
STU0292,05 Sep 2023,0.0,,,
STU0292,2023-09-19,1.0,3.0,,
STU0292,2023-09-26,,3.0,,
STU0292,"October 03, 2023",3.0,3.0,0.56,
STU0292,10/10/2023,2.0,3.0,,
STU0292,"October 17, 2023",2.0,3.0,78%,
STU0292,10/24/2023,3.0,2.0,60%,
STU0292,"October 31, 2023",1.0,,,
STU0292,"November 07, 2023",0.0,3.0,0.54,family emergency
STU0292,"November 14, 2023",2.0,3.0,,
STU0292,21 Nov 2023,,3.0,,
STU0292,11/28/2023,3.0,3.0,0.72,
STU0292,"December 12, 2023",1.0,3.0,,family emergency
STU0292,12-19-2023,0.0,3.0,89%,
STU0292,"December 26, 2023",2.0,2.0,100%,
STU0292,02 Jan 2024,,3.0,0.86,
STU0292,"January 09, 2024",2.0,3.0,,
STU0292,"January 16, 2024",0.0,2.0,,
STU0104,"September 05, 2023",0.0,3.0,60%,unexcused
STU0104,2023-09-12,1.0,3.0,,
STU0104,09/19/2023,0.0,3.0,0.64,
STU0104,26 Sep 2023,3.0,2.0,97%,
STU0104,2023-10-03,,2.0,,
STU0104,10/10/2023,0.0,3.0,81%,
STU0104,10/17/2023,0.0,,,
STU0104,31 Oct 2023,3.0,3.0,69%,
STU0104,07 Nov 2023,2.0,3.0,53%,
STU0104,11-14-2023,1.0,,,
STU0104,2023-11-21,1.0,2.0,0.97,
STU0104,"November 28, 2023",2.0,2.0,0.49,
STU0104,2023-12-05,2.0,2.0,,
STU0104,12 Dec 2023,2.0,2.0,48%,
STU0104,2023-12-26,3.0,3.0,0.61,
STU0104,"January 02, 2024",1.0,2.0,74%,
STU0104,"January 09, 2024",2.0,3.0,86%,excused
STU0104,01-16-2024,2.0,3.0,59%,
STU0158,2023-09-05,0.0,3.0,,
STU0158,12 Sep 2023,0.0,3.0,,
STU0158,2023-09-19,1.0,2.0,0.97,
STU0158,2023-10-03,3.0,2.0,,
STU0158,2023-10-10,1.0,2.0,,family emergency
STU0158,10-17-2023,1.0,3.0,,unexcused
STU0158,24 Oct 2023,2.0,3.0,96%,
STU0158,31 Oct 2023,0.0,3.0,45%,
STU0158,"November 07, 2023",1.0,2.0,40%,
STU0158,2023-11-14,0.0,3.0,48%,
STU0158,"November 21, 2023",,,85%,family emergency
STU0158,"November 28, 2023",3.0,3.0,,family emergency
STU0158,05 Dec 2023,,2.0,0.43,
STU0158,"December 12, 2023",0.0,2.0,48%,
STU0158,2023-12-19,3.0,2.0,,
STU0158,2023-12-26,2.0,2.0,0.4,
STU0158,02 Jan 2024,1.0,3.0,,
STU0158,2024-01-09,2.0,2.0,,
STU0158,16 Jan 2024,2.0,3.0,,sick
STU0122,"September 05, 2023",,2.0,83%,
STU0122,"September 12, 2023",3.0,2.0,,
STU0122,09/19/2023,0.0,2.0,65%,
STU0122,"September 26, 2023",2.0,2.0,100%,
STU0122,03 Oct 2023,0.0,3.0,54%,
STU0122,2023-10-10,1.0,3.0,84%,
STU0122,"October 17, 2023",,,,
STU0122,24 Oct 2023,2.0,3.0,72%,
STU0122,"October 31, 2023",1.0,2.0,69%,
STU0122,2023-11-07,3.0,3.0,0.61,
STU0122,2023-11-14,2.0,2.0,76%,
STU0122,11-21-2023,2.0,3.0,0.45,
STU0122,11-28-2023,0.0,2.0,,sick
STU0122,"December 05, 2023",1.0,2.0,87%,
STU0122,2023-12-12,0.0,,41%,
STU0122,19 Dec 2023,0.0,3.0,,
STU0122,12/26/2023,1.0,2.0,,family emergency
STU0122,01/02/2024,3.0,2.0,58%,
STU0122,09 Jan 2024,0.0,2.0,60%,
STU0122,2024-01-16,2.0,3.0,65%,
STU0134,09-05-2023,2.0,3.0,0.54,
STU0134,2023-09-12,0.0,3.0,0.46,
STU0134,19 Sep 2023,0.0,3.0,0.58,
STU0134,26 Sep 2023,,2.0,0.8,
STU0134,03 Oct 2023,3.0,2.0,0.84,
STU0134,2023-10-10,,2.0,76%,
STU0134,2023-10-17,2.0,3.0,,excused
STU0134,2023-10-24,1.0,3.0,0.41,
STU0134,"October 31, 2023",3.0,2.0,0.54,
STU0134,07 Nov 2023,3.0,2.0,,sick
STU0134,11/14/2023,,2.0,,
STU0134,11/21/2023,0.0,2.0,,
STU0134,28 Nov 2023,0.0,3.0,,
STU0134,2023-12-05,1.0,,0.68,
STU0134,2023-12-12,1.0,2.0,0.92,
STU0134,2023-12-19,2.0,2.0,,
STU0134,"December 26, 2023",1.0,3.0,60%,
STU0134,01-02-2024,3.0,3.0,87%,
STU0134,09 Jan 2024,2.0,3.0,,
STU0134,"January 16, 2024",0.0,3.0,0.86,
STU0146,09/05/2023,,3.0,0.84,
STU0146,"September 12, 2023",0.0,2.0,,
STU0146,09-26-2023,,3.0,0.94,unexcused
STU0146,10/03/2023,2.0,3.0,0.86,sick
STU0146,10 Oct 2023,1.0,2.0,50%,
STU0146,2023-10-17,,3.0,,
STU0146,10-24-2023,3.0,2.0,,
STU0146,10-31-2023,3.0,3.0,,unexcused
STU0146,11/07/2023,1.0,,,
STU0146,21 Nov 2023,1.0,3.0,72%,
STU0146,"November 28, 2023",1.0,,0.86,
STU0146,12/05/2023,1.0,2.0,0.58,
STU0146,12 Dec 2023,2.0,3.0,85%,
STU0146,12-19-2023,0.0,2.0,74%,
STU0146,2023-12-26,1.0,2.0,,
STU0146,01/02/2024,3.0,3.0,75%,
STU0146,01/09/2024,0.0,2.0,0.64,sick
STU0146,01-16-2024,0.0,3.0,,
STU0246,2023-09-05,0.0,2.0,0.66,sick
STU0246,09-12-2023,0.0,3.0,94%,
STU0246,2023-09-19,0.0,,89%,
STU0246,2023-10-03,2.0,2.0,,
STU0246,10 Oct 2023,1.0,,,
STU0246,10/17/2023,1.0,3.0,,unexcused
STU0246,10-24-2023,2.0,2.0,0.88,
STU0246,10/31/2023,1.0,2.0,0.78,
